tconst,producers,years
tt1513168,nm1649538,"co-producer / producer (2 episodes, 2010)"
tt1513168,nm4920889,"post producer (9 episodes, 2012)"
tt1513168,nm0028108,"executive producer (8 episodes, 2010)"
tt0094500,nm0793859,"executive producer: WonderWorks / executive producer: Wonderworks (6 episodes, 1988)"
tt0094500,nm0832093,"producer (6 episodes, 1988)"
tt0094500,nm0002488,coordinating producer (unknown episodes)
tt0083447,nm0401469,"associate producer (24 episodes, 1982-1984)"
tt0083447,nm0006726,"executive supervising producer / executive producer / supervising producer (52 episodes, 1982-1984)"
tt0083447,nm0283033,"associate producer (22 episodes, 1984-1985)"
tt0083447,nm0005455,"executive producer (67 episodes, 1982-1985)"
tt0083447,nm0176702,"producer (7 episodes, 1984)"
tt0083447,nm0186144,"executive producer (67 episodes, 1982-1985)"
tt0083447,nm0279690,"supervising producer / line producer (50 episodes, 1982-1984)"
tt0083447,nm0166186,"producer (43 episodes, 1982-1984)"
tt0083447,nm0485889,"producer (1 episode, 1982)"
tt0083447,nm0330383,"executive producer (25 episodes, 1982-1984)"
tt0066651,nm1051729,"executive producer (779 episodes, 1971-1977)"
tt0066651,nm1158153,"studio producer (2 episodes, 1972-1973)"
tt0066651,nm8160552,"associate producer (2 episodes, 1975-1977)"
tt0066651,nm8160551,"associate producer (1 episode, 1977)"
tt0066651,nm1101248,"film producer (5 episodes, 1971-1977)"
tt0066651,nm0316509,"executive producer / producer (4 episodes, 1971-1977)"
tt0066651,nm0177760,"executive producer (779 episodes, 1971-1977)"
tt0066651,nm10262308,"associate producer (3 episodes, 1972-1975)"
tt0066651,nm0284524,"producer (260 episodes, 1971-1973)"
tt0066651,nm0712221,executive producer (unknown episodes)
tt0066651,nm0272356,"producer / associate producer (5 episodes, 1971-1977)"
tt0066651,nm1207520,"associate producer / studio producer (3 episodes, 1972-1975)"
tt1227926,nm0923736,"executive producer / producer (3 episodes, 2008)"
tt1227926,nm0122638,"producer (3 episodes, 2008)"
tt1227926,nm1037705,"producer (3 episodes, 2008)"
tt0094416,nm0391640,"associate producer / line producer (4 episodes, 2011-2016)"
tt0094416,nm0004032,"assistant producer (1 episode, 1995)"
tt0094416,nm1294154,"assistant producer (1 episode, 2003)"
tt0094416,nm0071591,"associate producer / coordinating producer (2 episodes, 2000-2004)"
tt0094416,nm1618420,"associate producer / senior associate producer (3 episodes, 2000-2003)"
tt0094416,nm2418060,"associate producer (3 episodes, 2009-2011)"
tt0094416,nm0555871,"producer (1 episode, 2004)"
tt0094416,nm2516006,"producer (1 episode, 1993)"
tt0094416,nm0076999,"producer (1 episode, 2006)"
tt0094416,nm0448311,"producer (1 episode, 2013)"
tt0094416,nm1915959,"associate producer: Spiegel Television (1 episode, 2010)"
tt0094416,nm3794296,"associate producer (2 episodes, 2011-2014)"
tt0094416,nm2365830,"series producer (1 episode, 2000)"
tt0094416,nm0258515,"producer (3 episodes, 1996-2008)"
tt0094416,nm2623662,"coordinating post producer (1 episode, 2010)"
tt0094416,nm0022613,"associate producer (1 episode, 1999)"
tt0094416,nm0790437,"producer (1 episode, 1991)"
tt0094416,nm2209557,"producer (1 episode, 1989)"
tt0094416,nm1211901,"executive producer (1 episode, 2009)"
tt0094416,nm0626847,"producer (1 episode, 2008)"
tt0094416,nm0480525,"producer (1 episode, 1999)"
tt0094416,nm0550218,"producer (1 episode, 2009)"
tt0094416,nm1219301,"producer (1 episode, 2002)"
tt0094416,nm1789779,"producer (1 episode, 2009)"
tt0094416,nm2930324,"archival producer / producer (1 episode, 2010)"
tt0094416,nm1786160,"associate producer (2 episodes, 1998-1999)"
tt0094416,nm1823445,"producer (2 episodes, 2012)"
tt0094416,nm1450656,"associate producer (1 episode, 1995)"
tt0094416,nm1494427,"associate producer (1 episode, 1997)"
tt0094416,nm0189749,"producer (1 episode, 1991)"
tt0094416,nm2380762,"associate producer (3 episodes, 1992-2009)"
tt0094416,nm0194365,"producer (1 episode, 2011)"
tt0094416,nm0891610,"producer / associate producer / executive producer / executive producer: Ambrica Productions (8 episodes, 1997-2008)"
tt0094416,nm0394961,"associate producer (2 episodes, 1997)"
tt0094416,nm1250197,"associate producer (1 episode, 2005)"
tt0094416,nm3794410,"associate producer (3 episodes, 2013)"
tt0094416,nm0565956,"associate producer (2 episodes, 2000)"
tt0094416,nm1400763,"co-producer (1 episode, 1999)"
tt0094416,nm0119368,"associate producer (1 episode, 2011)"
tt0094416,nm0946659,"producer (1 episode, 1989)"
tt0094416,nm1791883,"associate producer (1 episode, 2001)"
tt0094416,nm0266826,"executive producer (2 episodes, 2007)"
tt0094416,nm1485447,"post-production producer (2 episodes, 2007)"
tt0094416,nm0853034,"producer (1 episode, 2019)"
tt0094416,nm3265997,"associate producer (1 episode, 2011)"
tt0094416,nm1201649,"field producer / field producer: American Experience (6 episodes, 1993-1994)"
tt0094416,nm2212892,"consulting producer (1 episode, 2002)"
tt0094416,nm0186109,"producer (1 episode, 1994)"
tt0094416,nm1046875,"production head (1 episode, 2015)"
tt0094416,nm6540127,"field producer (3 episodes, 2017)"
tt0094416,nm2960452,"associate producer (1 episode, 2008)"
tt0094416,nm0000335,"associate producer (1 episode, 1988)"
tt0094416,nm2522306,"post-production producer (2 episodes, 2007)"
tt0094416,nm0950321,"associate producer (1 episode, 1997)"
tt0094416,nm0329014,"producer (12 episodes, 1996-2017)"
tt0094416,nm2475866,"producer (1 episode, 2007)"
tt0094416,nm7807039,"coordinating producer (1 episode, 2015)"
tt0094416,nm1545197,"line producer (1 episode, 2011)"
tt0094416,nm2580808,"field producer (2 episodes, 2007)"
tt0094416,nm1404887,"series producer (8 episodes, 2017)"
tt0094416,nm1509125,"associate producer (1 episode, 1995)"
tt0094416,nm1403105,"associate producer / field producer (4 episodes, 2005-2008)"
tt0094416,nm0083398,"producer (1 episode, 1991)"
tt0094416,nm1040568,"producer (1 episode, 1993)"
tt0094416,nm2177593,"associate producer (1 episode, 1997)"
tt0094416,nm2181759,"producer (1 episode, 1997)"
tt0094416,nm0359590,"executive producer (1 episode, 2002)"
tt0094416,nm0959020,"producer (1 episode, 1993)"
tt0094416,nm2362040,"associate producer (2 episodes, 1994)"
tt0094416,nm2524407,"producer (1 episode, 2007)"
tt0094416,nm0524505,"senior producer / assistant producer / coordinating producer (12 episodes, 1994-2001)"
tt0094416,nm2218225,"associate producer (3 episodes, 2008-2011)"
tt0094416,nm2180380,"associate producer (1 episode, 1992)"
tt0094416,nm0374133,"producer (1 episode, 2011)"
tt0094416,nm0226342,"producer (2 episodes, 2000-2005)"
tt0094416,nm0293793,"producer (1 episode, 2006)"
tt0094416,nm0711917,"associate producer (2 episodes, 1995-2001)"
tt0094416,nm1389567,"associate producer / co-producer (2 episodes, 1997-2006)"
tt0094416,nm0643198,"producer (1 episode, 1989)"
tt0094416,nm0840146,"co-producer (1 episode, 1992)"
tt0094416,nm6082299,"associate producer (1 episode, 2016)"
tt0094416,nm3702513,"second associate producer (3 episodes, 2013)"
tt0094416,nm1427323,"field producer (1 episode, 1999)"
tt0094416,nm1885845,"producer (1 episode, 2007)"
tt0094416,nm4348479,"executive producer (1 episode, 2011)"
tt0094416,nm3265506,"executive producer (1 episode, 2011)"
tt0094416,nm2213772,"associate producer (1 episode, 2006)"
tt0094416,nm4960259,"coordinating producer (1 episode, 2012)"
tt0094416,nm2311775,"co-producer (1 episode, 2003)"
tt0094416,nm2094817,"associate producer (1 episode, 2007)"
tt0094416,nm0717139,"co-producer (1 episode, 1991)"
tt0094416,nm0517323,"producer (4 episodes, 1999-2005)"
tt0094416,nm0625747,"producer (7 episodes, 2001-2014)"
tt0094416,nm0652549,"producer (1 episode, 1994)"
tt0094416,nm1322348,"co-producer (1 episode, 1997)"
tt0094416,nm0833177,"coordinating producer / producer (5 episodes, 2005-2016)"
tt0094416,nm0522560,"producer (1 episode, 1999)"
tt0094416,nm0565107,"field producer (1 episode, 1995)"
tt0094416,nm1883401,"co-producer (1 episode, 2009)"
tt0094416,nm1886049,"co-producer (1 episode, 2000)"
tt0094416,nm1063823,"associate producer (1 episode, 2007)"
tt0094416,nm0565535,"field producer / field producer: American Experience / field producer: The American Experience / field producer: WGBH (43 episodes, 1990-2000)"
tt0094416,nm0396335,"executive producer (1 episode, 2002)"
tt0094416,nm1114320,"producer (1 episode, 2007)"
tt0094416,nm1327912,"producer (1 episode, 1988)"
tt0094416,nm2697601,"associate producer (1 episode, 2011)"
tt0094416,nm0798134,"associate producer (2 episodes, 1991)"
tt0094416,nm2186979,"producer (1 episode, 2009)"
tt0094416,nm0653065,"producer (4 episodes, 1999-2008)"
tt0094416,nm0926299,"producer (2 episodes, 2007)"
tt0094416,nm0352355,"executive producer / producer (1 episode, 2006)"
tt0094416,nm2666489,"associate producer (1 episode, 1996)"
tt0094416,nm6969757,"associate producer / co-producer (3 episodes, 2016-2019)"
tt0094416,nm1702157,"associate producer / co-producer (2 episodes, 2003-2006)"
tt0094416,nm0000158,"producer (1 episode, 2000)"
tt0094416,nm2217829,"co-producer / associate producer (5 episodes, 2000-2004)"
tt0094416,nm0338735,"associate producer (1 episode, 1994)"
tt0094416,nm3059108,"line producer (1 episode, 2008)"
tt0094416,nm0264220,"producer (2 episodes, 2009)"
tt0094416,nm1710696,"associate producer (2 episodes, 2005)"
tt0094416,nm2320200,"coordinating producer / co-producer (3 episodes, 2009-2016)"
tt0094416,nm0090889,"co-producer (1 episode, 1997)"
tt0094416,nm0232020,"co-producer (1 episode, 2007)"
tt0094416,nm0461368,"executive producer (1 episode, 2007)"
tt0094416,nm2522754,"producer (3 episodes, 2017)"
tt0094416,nm3281730,"executive producer (1 episode, 2011)"
tt0094416,nm0094487,"line producer (3 episodes, 2010-2015)"
tt0094416,nm1506859,"associate producer (1 episode, 2001)"
tt0094416,nm2217384,"associate producer (3 episodes, 2003)"
tt0094416,nm1293700,"associate producer (2 episodes, 1994)"
tt0094416,nm0222681,"producer (6 episodes, 1992-2009)"
tt0094416,nm0349702,"producer (1 episode, 2011)"
tt0094416,nm0882671,"producer (1 episode, 1999)"
tt0094416,nm1743358,"associate producer (1 episode, 2001)"
tt0094416,nm0755302,"associate producer (1 episode, 1996)"
tt0094416,nm0947496,"producer (1 episode, 1988)"
tt0094416,nm1401741,"post-production producer / associate producer / post-production producer: WGBH (20 episodes, 1994-2005)"
tt0094416,nm0307652,"producer (2 episodes, 1996-2007)"
tt0094416,nm4797705,"associate producer / co-producer / producer (3 episodes, 2016-2018)"
tt0094416,nm2217904,"associate producer (1 episode, 2000)"
tt0094416,nm0669182,"producer (1 episode, 1997)"
tt0094416,nm2664469,"associate producer (1 episode, 2009)"
tt0094416,nm2177659,"producer (4 episodes, 1993-2000)"
tt0094416,nm0069236,"series producer / series editor / producer / series editor: The American Experience / Senior Producer (122 episodes, 1988-2018)"
tt0094416,nm1839712,"associate producer (2 episodes, 2000)"
tt0094416,nm2484968,"producer (2 episodes, 2002)"
tt0094416,nm2195517,"producer (1 episode, 1989)"
tt0094416,nm2390225,"producer / associate producer / coordinating producer (6 episodes, 2008-2016)"
tt0094416,nm3670590,"associate producer (1 episode, 2009)"
tt0094416,nm0275908,"producer (1 episode, 1996)"
tt0094416,nm0706268,"associate producer (1 episode, 1988)"
tt0094416,nm2126074,"producer (1 episode, 2018)"
tt0094416,nm0055656,"producer (1 episode, 2011)"
tt0094416,nm0326119,"producer (1 episode, 2009)"
tt0094416,nm2370742,"associate producer (2 episodes, 1993)"
tt0094416,nm0260773,"consulting producer / producer / senior producer (6 episodes, 1990-2009)"
tt0094416,nm4778813,"associate producer (4 episodes, 2013-2015)"
tt0094416,nm1520607,"staff producer / staff producer: American Experience (4 episodes, 1990-1994)"
tt0094416,nm2976226,"post production producer (1 episode, 2011)"
tt0094416,nm0826261,"producer (4 episodes, 2000-2008)"
tt0094416,nm1543875,"producer (2 episodes, 1988-1990)"
tt0094416,nm5468128,"executive producer (1 episode, 2015)"
tt0094416,nm0392008,"producer (1 episode, 1993)"
tt0094416,nm2379416,"co-producer (1 episode, 2002)"
tt0094416,nm0125894,"producer (3 episodes, 2000-2002)"
tt0094416,nm0054770,"line producer (1 episode, 2000)"
tt0094416,nm0236063,"executive producer (1 episode, 2011)"
tt0094416,nm0925721,"producer (2 episodes, 1992-2009)"
tt0094416,nm0781733,"associate producer (1 episode, 1992)"
tt0094416,nm1493524,"associate producer (1 episode, 2004)"
tt0094416,nm1633311,"co-producer (1 episode, 2003)"
tt0094416,nm2385180,"associate producer (1 episode, 1990)"
tt0094416,nm2006793,"executive producer (1 episode, 2001)"
tt0094416,nm2930723,"associate producer (2 episodes, 2012)"
tt0094416,nm0346549,"producer (2 episodes, 1992-1994)"
tt0094416,nm0557382,"producer (2 episodes, 2008)"
tt0094416,nm1142431,"executive producer (1 episode, 2006)"
tt0094416,nm4348142,"producer (1 episode, 2011)"
tt0094416,nm1852245,"producer / line producer (3 episodes, 2009-2011)"
tt0094416,nm3284485,"associate producer (1 episode, 2011)"
tt0094416,nm1520068,"coordinating producer (1 episode, 2015)"
tt0094416,nm1101298,"consulting producer / producer (2 episodes, 2015-2017)"
tt0094416,nm0358990,"executive producer (1 episode, 1994)"
tt0094416,nm2787903,"producer (1 episode, 2014)"
tt0094416,nm2304013,"associate producer (1 episode, 2001)"
tt0094416,nm2399783,"associate producer (1 episode, 1997)"
tt0094416,nm2445550,"associate producer (2 episodes, 2008)"
tt0094416,nm0546738,"consulting producer (1 episode, 2004)"
tt0094416,nm2489259,"producer (1 episode, 2014)"
tt0094416,nm0611796,"producer (1 episode, 1996)"
tt0094416,nm0437972,"associate producer (1 episode, 1990)"
tt0094416,nm0999530,"producer (1 episode, 2007)"
tt0094416,nm1818177,"associate producer (2 episodes, 1997)"
tt0094416,nm2184716,"post-production producer (8 episodes, 2000)"
tt0094416,nm0568126,"associate producer (2 episodes, 2002)"
tt0094416,nm3348090,"executive producer (1 episode, 2009)"
tt0094416,nm2399147,"associate producer (1 episode, 1997)"
tt0094416,nm2379878,"producer (2 episodes, 1995-2000)"
tt0094416,nm2410803,"producer (9 episodes, 2008-2015)"
tt0094416,nm0825821,"producer (1 episode, 1997)"
tt0094416,nm0959082,"producer / associate producer / supervising producer (12 episodes, 1994-2011)"
tt0094416,nm0346551,"executive producer (1 episode, 1994)"
tt0094416,nm0089288,"field producer: London (1 episode, 2010)"
tt0094416,nm1514941,"senior producer (4 episodes, 1999-2006)"
tt0094416,nm0505495,"producer (1 episode, 1991)"
tt0094416,nm1163532,"executive producer (1 episode, 2002)"
tt0094416,nm2820174,"associate producer (1 episode, 2009)"
tt0094416,nm0552775,"associate producer / co-producer / coordinating producer (9 episodes, 2002-2013)"
tt0094416,nm0172648,"producer (5 episodes, 1990-2005)"
tt0094416,nm6048481,"associate producer (1 episode, 2016)"
tt0094416,nm0280394,"co-producer (2 episodes, 2002)"
tt0094416,nm0809207,"producer (1 episode, 2009)"
tt0094416,nm2037181,"associate producer (1 episode, 2011)"
tt0094416,nm1982462,"associate producer (1 episode, 2008)"
tt0094416,nm0672919,"executive producer (1 episode, 2000)"
tt0094416,nm0994581,"co-producer (4 episodes, 1995-2003)"
tt0094416,nm1639682,"executive producer (1 episode, 2005)"
tt0094416,nm1700023,"co-producer (1 episode, 2008)"
tt0094416,nm0030155,"co-producer / producer (2 episodes, 1996-2001)"
tt0094416,nm2291399,"series producer / associate producer (27 episodes, 2013-2017)"
tt0094416,nm2405374,"line producer (2 episodes, 2016-2017)"
tt0094416,nm0801899,"associate producer (1 episode, 2008)"
tt0094416,nm1038321,"executive producer / producer / series producer (14 episodes, 1990-2009)"
tt0094416,nm0480388,"producer (2 episodes, 2008)"
tt0094416,nm1387823,"producer (2 episodes, 2002)"
tt0094416,nm2216063,"field producer: Israel / line producer (1 episode, 2006)"
tt0094416,nm2444014,"associate producer (1 episode, 2011)"
tt0094416,nm2179786,"associate producer (2 episodes, 1995-1997)"
tt0094416,nm2206443,"producer (1 episode, 1988)"
tt0094416,nm1497995,"producer (1 episode, 2009)"
tt0094416,nm2309941,"associate producer (3 episodes, 2014-2015)"
tt0094416,nm0398447,"producer / executive producer (15 episodes, 1993-2011)"
tt0094416,nm0863308,"senior producer (2 episodes, 2007)"
tt0094416,nm2354596,"coordinating producer / producer (2 episodes, 2007-2010)"
tt0094416,nm1764714,"executive producer (1 episode, 2015)"
tt0094416,nm1993092,"producer (1 episode, 2001)"
tt0094416,nm1493953,"producer / field producer / associate producer (22 episodes, 1997-2017)"
tt0094416,nm0564431,"coordinating producer / co-producer / producer (13 episodes, 1990-2005)"
tt0094416,nm1623464,"co-producer (1 episode, 2004)"
tt0094416,nm2343391,"associate producer (1 episode, 2010)"
tt0094416,nm1404899,"post-production producer (11 episodes, 1992-2007)"
tt0094416,nm5336009,"associate producer (1 episode, 2013)"
tt0094416,nm7405173,"coordinating producer (1 episode, 2017)"
tt0094416,nm2370228,"associate producer (3 episodes, 1990)"
tt0094416,nm0019230,"associate producer (1 episode, 1990)"
tt0094416,nm1883065,"post production producer (1 episode, 2015)"
tt0094416,nm0157313,"line producer (1 episode, 2011)"
tt0094416,nm1676088,"line producer / coordinating producer (5 episodes, 2010-2014)"
tt0094416,nm3716749,"producer (1 episode, 2009)"
tt0094416,nm2309011,"associate producer (1 episode, 2004)"
tt0094416,nm0865524,"associate producer (1 episode, 1994)"
tt0094416,nm1118563,"associate producer / co-producer (2 episodes, 2000-2002)"
tt0094416,nm4348141,"producer (1 episode, 2011)"
tt0094416,nm0663119,"post-production producer (2 episodes, 2007)"
tt0094416,nm2402167,"post-production producer (2 episodes, 2007)"
tt0094416,nm0097742,"producer / series editor (7 episodes, 1993-2015)"
tt0094416,nm0011941,"producer / co-producer (4 episodes, 1991-2002)"
tt0094416,nm2375615,"associate producer (2 episodes, 2004)"
tt0094416,nm0255613,"series producer (4 episodes, 2008)"
tt0094416,nm5178947,"executive producer (2 episodes, 2007)"
tt0094416,nm2735708,"coordinating producer (9 episodes, 2016-2017)"
tt0094416,nm1269676,"producer / associate producer / coordinating producer / field producer (11 episodes, 2004-2016)"
tt0094416,nm1404717,"post-production producer / post-production producer: WGBH (26 episodes, 1992-2004)"
tt0094416,nm2515615,"field producer (1 episode, 2007)"
tt0094416,nm0503968,"producer (3 episodes, 1992-2002)"
tt0094416,nm4406204,"line producer (1 episode, 2011)"
tt0094416,nm1093328,"associate producer (1 episode, 2004)"
tt0094416,nm8702123,"co-producer (3 episodes, 2017)"
tt0094416,nm10472972,"associate producer (1 episode, 2018)"
tt0094416,nm0270670,"co-producer / series editor (2 episodes, 1993-1994)"
tt0094416,nm0077663,"associate producer (1 episode, 1991)"
tt0094416,nm3346708,"producer (1 episode, 2009)"
tt0094416,nm0816695,"producer (1 episode, 1993)"
tt0094416,nm0458194,"producer (1 episode, 2002)"
tt0094416,nm0595131,"producer (1 episode, 2000)"
tt0094416,nm2288377,"post-production producer / post production producer (33 episodes, 1990-2008)"
tt0094416,nm1446628,"associate producer (1 episode, 1992)"
tt0094416,nm0742535,"executive producer (2 episodes, 2003-2006)"
tt0094416,nm6902536,"co-producer (1 episode, 2017)"
tt0094416,nm2310168,"producer (1 episode, 1997)"
tt0094416,nm0689498,"producer (2 episodes, 2008)"
tt0094416,nm2222778,"producer (1 episode, 2013)"
tt0094416,nm0222965,"line producer (4 episodes, 2009-2011)"
tt0094416,nm0388857,"producer / supervising producer (2 episodes, 1989-1991)"
tt0094416,nm0187776,"executive producer / executive producer: American Experience / executive producer: The American Experience / producer / producer: American Experience (27 episodes, 1988-1999)"
tt0094416,nm2353215,"associate producer (1 episode, 2012)"
tt0094416,nm3247911,"producer (2 episodes, 2008)"
tt0094416,nm1906802,"producer (1 episode, 2017)"
tt0094416,nm2398823,"executive producer (1 episode, 2005)"
tt0094416,nm2449870,"associate producer (1 episode, 2007)"
tt0094416,nm0761739,"producer (1 episode, 2000)"
tt0094416,nm3108862,"producer / senior producer (4 episodes, 2009-2015)"
tt0094416,nm3265674,"associate producer (1 episode, 2011)"
tt0094416,nm2288182,"producer (1 episode, 1991)"
tt0094416,nm0401814,"line producer (1 episode, 2014)"
tt0094416,nm0231000,"producer (2 episodes, 2003-2007)"
tt0094416,nm3726827,"producer (1 episode, 2001)"
tt0094416,nm2312189,"associate producer (1 episode, 2003)"
tt0094416,nm3249007,"associate producer (1 episode, 2009)"
tt0094416,nm8952594,"associate producer (1 episode, 2019)"
tt0094416,nm3027467,"associate producer (2 episodes, 2009)"
tt0094416,nm4896013,"chief content officer (1 episode, 2010)"
tt0094416,nm2130750,"producer director (1 episode, 2002)"
tt0094416,nm3794371,"associate producer: Spiegel Television (1 episode, 2010)"
tt0094416,nm1421135,"co-producer (2 episodes, 2002)"
tt0094416,nm0336594,"producer (3 episodes, 1989-1995)"
tt0094416,nm0137122,"associate producer (3 episodes, 1990)"
tt0094416,nm0539117,"field producer (1 episode, 1994)"
tt0094416,nm2376412,"associate producer (1 episode, 2006)"
tt0094416,nm0832134,"producer (6 episodes, 1988-2014)"
tt0094416,nm0007209,"producer (1 episode, 1999)"
tt0094416,nm1170802,"producer / associate producer / co-producer (4 episodes, 1999-2006)"
tt0094416,nm2959814,"associate producer (1 episode, 2008)"
tt0094416,nm0009247,"associate producer (1 episode, 2001)"
tt0094416,nm0920178,"associate producer (1 episode, 2012)"
tt0094416,nm1513517,"coordinating producer (2 episodes, 2005)"
tt0094416,nm2437138,"producer (1 episode, 2011)"
tt0094416,nm0583287,"producer (3 episodes, 1990-2010)"
tt0094416,nm6038563,"associate producer (1 episode, 2013)"
tt0094416,nm0243391,"field producer (2 episodes, 2005)"
tt0094416,nm1639496,"associate producer (1 episode, 2006)"
tt0094416,nm2714476,"producer (1 episode, 2000)"
tt0094416,nm2214822,"producer (1 episode, 2003)"
tt0094416,nm5315540,"co-producer (1 episode, 2014)"
tt0094416,nm1180940,"producer (2 episodes, 1995-2000)"
tt0094416,nm0469313,"producer (1 episode, 1992)"
tt0094416,nm0174382,"associate producer / co-producer (5 episodes, 1999-2002)"
tt0094416,nm3462978,"producer (1 episode, 2010)"
tt0094416,nm1520637,"assistant producer / associate producer (2 episodes, 1999-2006)"
tt0094416,nm0724637,"associate producer / co-producer (5 episodes, 1994-2008)"
tt0094416,nm0535984,"producer / co-producer (8 episodes, 2004-2018)"
tt0094416,nm0329139,"producer (1 episode, 1997)"
tt0094416,nm0759799,"executive producer / senior producer / senior series producer / executive producer: The American Experience / senior producer: The American Experience / executive producer: American Experience / senior producer: American Experience / senior producer: WGBH / series producer: The American Experience (213 episodes, 1988-2018)"
tt0094416,nm2041714,"line producer (1 episode, 2007)"
tt0094416,nm1349534,"associate producer (2 episodes, 2002)"
tt0094416,nm0204449,"executive producer (1 episode, 2000)"
tt0094416,nm2630534,"co-producer / associate producer / producer (9 episodes, 2008-2016)"
tt0094416,nm0718200,"post-production producer (1 episode, 1991)"
tt0094416,nm0430000,"producer (1 episode, 1995)"
tt0094416,nm2290082,"post-production producer (24 episodes, 1990-2008)"
tt0094416,nm0657887,"associate producer / producer (3 episodes, 1997)"
tt0094416,nm3274575,"producer (1 episode, 2008)"
tt0094416,nm0609509,"coordinating producer / coordinating producer: The American Experience / coordinating producer: American Experience / consulting producer / coordinating producer: WGBH / producer: American Experience (193 episodes, 1988-2017)"
tt0094416,nm1198095,"producer (1 episode, 1988)"
tt0094416,nm2379336,"co-producer (2 episodes, 1992-2009)"
tt0094416,nm0136276,"producer (1 episode, 2007)"
tt0094416,nm0054237,"post-production producer (7 episodes, 1999-2000)"
tt0094416,nm2233955,"associate producer (1 episode, 2016)"
tt0094416,nm0908074,"co-producer / producer (2 episodes, 2004-2007)"
tt0094416,nm0469659,"associate producer (1 episode, 2002)"
tt0094416,nm2635487,"producer (4 episodes, 2006-2009)"
tt0094416,nm5312317,"development producer (8 episodes, 2017)"
tt0094416,nm2404362,"producer (1 episode, 2007)"
tt0094416,nm0921890,"consulting producer (1 episode, 1997)"
tt0094416,nm0822216,"producer (1 episode, 2003)"
tt0094416,nm1338641,"producer / associate producer / senior producer (13 episodes, 2001-2018)"
tt0094416,nm1139413,"producer (1 episode, 2016)"
tt0094416,nm2458826,"segment producer (1 episode, 2018)"
tt0094416,nm3059826,"post-production producer (1 episode, 2008)"
tt0094416,nm0490394,"producer (1 episode, 2000)"
tt0094416,nm1800710,"consulting producer (1 episode, 2002)"
tt0094416,nm0248018,"associate producer (1 episode, 1997)"
tt0094416,nm2311751,"associate producer (1 episode, 1997)"
tt0094416,nm2652463,"content producer / producer (2 episodes, 2007-2008)"
tt0094416,nm3283382,"associate producer (1 episode, 2011)"
tt0094416,nm2380021,"associate producer (2 episodes, 2009-2010)"
tt0094416,nm2370145,"associate producer (1 episode, 2007)"
tt0094416,nm0412350,"producer / series producer / consulting producer (11 episodes, 1990-2017)"
tt0094416,nm0089486,"segment producer (1 episode, 2008)"
tt0094416,nm0657531,"executive producer (1 episode, 1997)"
tt0094416,nm1827515,"associate producer (1 episode, 2005)"
tt0094416,nm4222903,"executive producer (1 episode, 2015)"
tt0094416,nm3387078,"associate producer (1 episode, 1988)"
tt0094416,nm2402493,"associate producer (1 episode, 1997)"
tt0094416,nm0247871,"executive producer: American Experience (1 episode, 1998)"
tt0094416,nm1013676,"post-production producer (1 episode, 2006)"
tt0094416,nm1257897,"producer / co-producer (5 episodes, 1990-2009)"
tt0094416,nm0459964,"executive producer / producer / senior producer: Spiegel Television (3 episodes, 2006-2010)"
tt0094416,nm2181941,"coordinating producer (1 episode, 2007)"
tt0094416,nm0392517,"co-producer (1 episode, 1999)"
tt0094416,nm0448422,"producer (5 episodes, 1998-2017)"
tt0094416,nm2293853,"associate producer (1 episode, 2005)"
tt0094416,nm2294697,"associate producer (4 episodes, 1997-2000)"
tt0094416,nm0867010,"field producer (4 episodes, 1999-2000)"
tt0094416,nm2314182,"producer (1 episode, 2001)"
tt0094416,nm0233410,"field producer / field producer: The American Experience (4 episodes, 1992-2000)"
tt0094416,nm2213484,"associate producer (1 episode, 2006)"
tt0094416,nm0200343,"associate producer (2 episodes, 1991)"
tt0094416,nm1223292,"associate producer (1 episode, 2002)"
tt0094416,nm2375548,"associate producer (1 episode, 2004)"
tt0094416,nm1258809,"producer (2 episodes, 1988-1989)"
tt0094416,nm2710249,"producer (1 episode, 2006)"
tt0094416,nm0154915,"field producer (1 episode, 1994)"
tt0094416,nm2431839,"associate producer / producer (2 episodes, 2012-2015)"
tt0094416,nm1038693,"producer / associate producer (12 episodes, 2006-2018)"
tt0094416,nm1986486,"producer (1 episode, 2006)"
tt0094416,nm0274109,"producer (2 episodes, 2015-2017)"
tt0094416,nm1293098,"associate producer / co-producer (2 episodes, 2000-2003)"
tt0094416,nm0378367,"associate producer (1 episode, 2004)"
tt0094416,nm0524848,"associate producer (1 episode, 2003)"
tt0094416,nm0589130,"producer (1 episode, 2009)"
tt0094416,nm6142078,"line producer / producer (2 episodes, 2014-2016)"
tt0094416,nm1729429,"executive producer (1 episode, 2012)"
tt0094416,nm2447127,"associate producer (2 episodes, 2008)"
tt0094416,nm0011872,"co-producer / producer (2 episodes, 2001-2017)"
tt0094416,nm1973299,"post-production producer (2 episodes, 2007)"
tt0094416,nm2291760,"associate producer (1 episode, 1992)"
tt0094416,nm2397700,"producer (1 episode, 2007)"
tt0094416,nm0502072,"producer (4 episodes, 1989-2001)"
tt0094416,nm2213670,"field producer: Jordan (1 episode, 2006)"
tt0094416,nm4537800,"associate producer (3 episodes, 2012-2015)"
tt0094416,nm0122741,"co-producer (1 episode, 1990)"
tt0094416,nm0379167,"coordinating producer (1 episode, 1999)"
tt0094416,nm0820113,"producer (1 episode, 1991)"
tt0094416,nm0043476,"producer (2 episodes, 2003-2005)"
tt0094416,nm2827006,"line producer (5 episodes, 1999)"
